Time Difference (s),Nodes,State,Backfilled
3938,40,NODE_FAIL,yes
3580,4,FAILED,yes
-29,1,TIMEOUT,yes
-26,1,TIMEOUT,yes
-26,1,TIMEOUT,yes
277,2,CANCELLED by 15927,yes
222,1,FAILED,yes
502,1,CANCELLED by 14046,yes
487,92,CANCELLED by 17581,yes
2244,1,COMPLETED,yes
4009,8,COMPLETED,yes
495,1,CANCELLED by 14046,yes
3593,1,COMPLETED,yes
5392,1,COMPLETED,yes
516,1,CANCELLED by 14046,yes
430,8,COMPLETED,yes
600,0,CANCELLED by 17581,no
3281,1,NODE_FAIL,no
74,1,COMPLETED,yes
7200,0,CANCELLED by 18384,no
3589,1,COMPLETED,yes
429,1,CANCELLED by 14046,yes
492,92,CANCELLED by 17581,yes
7200,0,CANCELLED by 16491,no
3589,30,FAILED,yes
3586,4,FAILED,yes
3938,40,NODE_FAIL,yes
527,1,CANCELLED by 14046,yes
466,92,FAILED,yes
467,1,CANCELLED by 14046,yes
617,2,CANCELLED by 15927,yes
73,1,COMPLETED,yes
7200,0,CANCELLED by 7319,no
590,1,COMPLETED,yes
295,92,FAILED,yes
332,1,COMPLETED,yes
-1,10,TIMEOUT,yes
63,1,COMPLETED,yes
2853,1,COMPLETED,yes
3600,0,CANCELLED by 17819,no
3588,4,FAILED,yes
1196,4K,COMPLETED,yes
3584,4,FAILED,yes
7042,1,CANCELLED by 18797,yes
6209,1,FAILED,yes
571,1,COMPLETED,yes
-6,18,TIMEOUT,yes
525,1,CANCELLED by 14046,yes
6259,2,FAILED,yes
7020,1,FAILED,yes
-26,1,TIMEOUT,yes
-26,1,TIMEOUT,yes
-26,1,TIMEOUT,yes
70,1,COMPLETED,yes
4471,10,COMPLETED,yes
5002,1,COMPLETED,yes
671,10,COMPLETED,yes
890,2,COMPLETED,yes
2049,2,FAILED,yes
6252,1,FAILED,yes
2210,1,COMPLETED,yes
252,16,COMPLETED,yes
752,2,CANCELLED by 15927,yes
299,12,COMPLETED,yes
315,12,COMPLETED,yes
305,12,COMPLETED,yes
317,12,COMPLETED,yes
313,12,COMPLETED,yes
6251,1,FAILED,yes
322,12,COMPLETED,yes
318,12,COMPLETED,yes
310,12,COMPLETED,yes
321,12,COMPLETED,yes
306,12,COMPLETED,yes
319,12,COMPLETED,yes
320,12,COMPLETED,yes
299,12,COMPLETED,yes
314,12,COMPLETED,yes
300,0,CANCELLED by 17581,no
305,12,COMPLETED,yes
317,12,COMPLETED,yes
313,12,COMPLETED,yes
322,12,COMPLETED,yes
318,12,COMPLETED,yes
311,12,COMPLETED,yes
305,12,COMPLETED,yes
296,12,COMPLETED,yes
322,12,COMPLETED,yes
317,12,COMPLETED,yes
7153,1,COMPLETED,yes
159,96,CANCELLED by 17581,yes
6246,1,FAILED,yes
1654,2,FAILED,yes
677,2,CANCELLED by 15927,yes
3278,91,FAILED,yes
1685,1,COMPLETED,yes
1824,1,COMPLETED,yes
1787,1,COMPLETED,yes
1818,1,COMPLETED,yes
1812,1,COMPLETED,yes
1693,1,COMPLETED,yes
1807,1,COMPLETED,yes
1786,1,COMPLETED,yes
1648,1,COMPLETED,yes
1800,1,COMPLETED,yes
1797,1,COMPLETED,yes
1808,1,COMPLETED,yes
1781,1,COMPLETED,yes
1812,1,COMPLETED,yes
1803,1,COMPLETED,yes
1487,1,COMPLETED,yes
1470,1,COMPLETED,yes
1513,1,COMPLETED,yes
1494,1,COMPLETED,yes
1460,1,COMPLETED,yes
1521,1,COMPLETED,yes
1509,1,COMPLETED,yes
1519,1,COMPLETED,yes
1531,1,COMPLETED,yes
1429,1,COMPLETED,yes
1502,1,COMPLETED,yes
1448,1,COMPLETED,yes
1449,1,COMPLETED,yes
1499,1,COMPLETED,yes
1483,1,COMPLETED,yes
1471,1,COMPLETED,yes
1484,1,COMPLETED,yes
1467,1,COMPLETED,yes
1463,1,COMPLETED,yes
1492,1,COMPLETED,yes
1474,1,COMPLETED,yes
1480,1,COMPLETED,yes
1486,1,COMPLETED,yes
1480,1,COMPLETED,yes
1425,1,COMPLETED,yes
1456,1,COMPLETED,yes
1481,1,COMPLETED,yes
1459,1,COMPLETED,yes
1379,1,COMPLETED,yes
1474,1,COMPLETED,yes
1491,1,COMPLETED,yes
1488,1,COMPLETED,yes
1464,1,COMPLETED,yes
1475,1,COMPLETED,yes
1485,1,COMPLETED,yes
1473,1,COMPLETED,yes
1487,1,COMPLETED,yes
1475,1,COMPLETED,yes
1465,1,COMPLETED,yes
1441,1,COMPLETED,yes
1495,1,COMPLETED,yes
1461,1,COMPLETED,yes
1474,1,COMPLETED,yes
1450,1,COMPLETED,yes
1495,1,COMPLETED,yes
1504,1,COMPLETED,yes
1494,1,COMPLETED,yes
1439,1,COMPLETED,yes
1493,1,COMPLETED,yes
1535,1,COMPLETED,yes
1508,1,COMPLETED,yes
1491,1,COMPLETED,yes
1545,1,COMPLETED,yes
1509,1,COMPLETED,yes
1493,1,COMPLETED,yes
1491,1,COMPLETED,yes
1497,1,COMPLETED,yes
1504,1,COMPLETED,yes
1488,1,COMPLETED,yes
1506,1,COMPLETED,yes
7146,4,COMPLETED,yes
7114,1,COMPLETED,yes
197,2,CANCELLED by 17581,yes
706,2,CANCELLED by 15927,yes
245,2,CANCELLED by 17581,yes
19,2,CANCELLED by 17581,yes
-20,2,TIMEOUT,yes
6649,1,FAILED,yes
0,10,TIMEOUT,yes
1096,2,CANCELLED by 16142,yes
3581,4,FAILED,yes
72,8,COMPLETED,yes
-26,1,TIMEOUT,yes
-26,1,TIMEOUT,yes
-26,1,TIMEOUT,yes
7150,1,COMPLETED,yes
293,2,FAILED,yes
578,20,COMPLETED,yes
293,2,FAILED,yes
73,1,COMPLETED,yes
768,20,FAILED,yes
291,2,FAILED,yes
696,20,FAILED,yes
6983,1,COMPLETED,yes
293,2,FAILED,yes
765,20,FAILED,yes
3978,20,FAILED,yes
293,2,FAILED,yes
73,1,COMPLETED,yes
293,2,FAILED,yes
6655,1,FAILED,yes
139,2,CANCELLED by 17581,yes
7041,36,CANCELLED by 17144,yes
-29,2040,TIMEOUT,yes
6261,1,FAILED,yes
900,0,CANCELLED by 15927,no
1800,0,CANCELLED by 17144,no
362,1,CANCELLED by 18716,yes
449,2,CANCELLED by 15927,yes
9133,96,CANCELLED by 17581,yes
5803,3,COMPLETED,yes
7080,1,COMPLETED,yes
86,1,COMPLETED,yes
192,4,COMPLETED,yes
6261,1,FAILED,yes
584,8,COMPLETED,yes
-9,1,TIMEOUT,yes
6205,8,FAILED,yes
344,91,FAILED,yes
5418,5,COMPLETED,yes
669,2,CANCELLED by 15927,yes
-5,2,TIMEOUT,yes
-27,48,TIMEOUT,yes
583,8,COMPLETED,yes
717,4K,FAILED,yes
679,48,COMPLETED,yes
6658,12,FAILED,yes
-26,48,TIMEOUT,yes
-2,48,TIMEOUT,yes
584,8,COMPLETED,yes
584,8,COMPLETED,yes
35,2,CANCELLED by 15927,yes
275,8,COMPLETED,yes
7130,1,COMPLETED,yes
-2,4,TIMEOUT,yes
4201,4,COMPLETED,yes
88,1,COMPLETED,yes
7156,3,COMPLETED,yes
1440,8,COMPLETED,yes
7148,1,COMPLETED,yes
135,8,COMPLETED,yes
35,36,COMPLETED,yes
0,10,TIMEOUT,yes
6585,12,FAILED,yes
6658,12,FAILED,yes
-10,1,TIMEOUT,yes
1790,8,FAILED,yes
6656,12,FAILED,yes
3600,0,CANCELLED by 14418,no
6654,12,FAILED,yes
709,2,CANCELLED by 15927,yes
6659,12,FAILED,yes
2049,2,COMPLETED,yes
2574,8,COMPLETED,yes
3675,8,COMPLETED,yes
933,4,COMPLETED,yes
718,6,COMPLETED,yes
1280,8,COMPLETED,yes
1444,16,COMPLETED,yes
2119,1,COMPLETED,yes
528,8,COMPLETED,yes
594,2,CANCELLED by 15927,yes
2622,1,COMPLETED,yes
584,1,FAILED,yes
1207,4,COMPLETED,yes
2592,1,COMPLETED,yes
6084,8,COMPLETED,yes
1842,8,COMPLETED,yes
1077,2,CANCELLED by 16142,yes
7143,1,COMPLETED,yes
2861,4,COMPLETED,yes
2159,1,FAILED,yes
1759,8,FAILED,yes
529,2,CANCELLED by 15927,yes
2521,8,COMPLETED,yes
2558,8,COMPLETED,yes
1753,8,FAILED,yes
1800,0,CANCELLED by 14485,no
1485,20,COMPLETED,yes
-18,1,TIMEOUT,yes
-14,1,TIMEOUT,yes
6967,1,NODE_FAIL,yes
0,1,TIMEOUT,yes
933,8,COMPLETED,yes
1742,8,FAILED,yes
34,2,CANCELLED by 15927,yes
0,4,TIMEOUT,yes
-12,16,TIMEOUT,yes
2645,1,COMPLETED,yes
2602,8,COMPLETED,yes
2598,8,COMPLETED,yes
2603,8,COMPLETED,yes
2602,8,COMPLETED,yes
2602,8,COMPLETED,yes
1637,8000,COMPLETED,no
2603,8,COMPLETED,yes
2631,8,COMPLETED,yes
2610,8,COMPLETED,yes
2608,8,COMPLETED,yes
2609,8,COMPLETED,yes
6095,64,NODE_FAIL,yes
6831,64,CANCELLED by 18685,yes
6903,64,CANCELLED by 18685,yes
3452,18,FAILED,yes
1947,8,COMPLETED,yes
-1,4,TIMEOUT,yes
3374,4,COMPLETED,yes
4141,8,COMPLETED,yes
-20,8,TIMEOUT,yes
3701,8,COMPLETED,yes
-1,16,TIMEOUT,yes
2608,1,COMPLETED,yes
479,8000,COMPLETED,no
1859,8,COMPLETED,yes
1363,1,FAILED,yes
2021,8,COMPLETED,yes
1760,1,FAILED,yes
2601,1,COMPLETED,yes
2583,1,COMPLETED,yes
3694,8,COMPLETED,yes
7194,4,FAILED,yes
-1,32,TIMEOUT,yes
0,64,TIMEOUT,yes
4320,4,COMPLETED,yes
6770,1,CANCELLED by 18656,yes
-2,3,TIMEOUT,yes
1751,8,FAILED,yes
5077,4,COMPLETED,yes
137,8,COMPLETED,yes
-16,16,TIMEOUT,yes
1753,8,FAILED,yes
6687,1,FAILED,yes
5041,512,CANCELLED by 15861,yes
457,9360,CANCELLED by 16795,no
-16,2,TIMEOUT,yes
533,6,COMPLETED,yes
2298,8,COMPLETED,yes
943,6,COMPLETED,yes
7200,0,CANCELLED by 18685,no
4600,64,FAILED,yes
4729,64,FAILED,yes
4674,64,FAILED,yes
5866,64,CANCELLED by 18685,yes
1682,8,FAILED,yes
2514,8,COMPLETED,yes
7080,4,COMPLETED,yes
2023,1,FAILED,yes
1740,1,FAILED,yes
860,20,FAILED,yes
598,2,CANCELLED by 16142,yes
2563,8,COMPLETED,yes
7169,8,FAILED,yes
3593,2,FAILED,yes
3817,320,COMPLETED,yes
2872,2,FAILED,yes
2568,12,COMPLETED,yes
2587,1,FAILED,yes
3540,0,CANCELLED by 14891,no
2659,1,COMPLETED,yes
3540,0,CANCELLED by 14891,no
3540,0,CANCELLED by 14891,no
3540,0,CANCELLED by 14891,no
-9,1,TIMEOUT,yes
3540,0,CANCELLED by 14891,no
2578,8,COMPLETED,yes
3540,0,CANCELLED by 14891,no
2629,8,COMPLETED,yes
3540,0,CANCELLED by 14891,no
6709,10,COMPLETED,yes
4155,8,COMPLETED,yes
6553,4,COMPLETED,yes
1761,8,FAILED,yes
299,30,COMPLETED,yes
1709,1,COMPLETED,yes
477,30,COMPLETED,yes
257,30,COMPLETED,yes
338,30,COMPLETED,yes
212,30,COMPLETED,yes
330,30,COMPLETED,yes
2664,1,COMPLETED,yes
2160,1,FAILED,yes
1765,1,FAILED,yes
4345,4,COMPLETED,yes
3340,32,COMPLETED,yes
7150,3,COMPLETED,yes
4575,3,COMPLETED,yes
5483,4,COMPLETED,yes
1711,1,COMPLETED,yes
1427,8,COMPLETED,yes
2647,8,COMPLETED,yes
2019,8,FAILED,yes
2618,4,COMPLETED,yes
4005,16,COMPLETED,yes
1361,1,FAILED,yes
1494,1,FAILED,yes
1499,1,FAILED,yes
6142,50,COMPLETED,yes
3385,4,COMPLETED,yes
1491,1,FAILED,yes
7200,0,CANCELLED by 7319,no
11593,92,COMPLETED,yes
7122,50,FAILED,yes
3122,4,FAILED,yes
529,1,COMPLETED,yes
5860,91,CANCELLED by 16296,yes
1147,512,COMPLETED,yes
510,1,COMPLETED,yes
1775,8,COMPLETED,yes
3899,1000,COMPLETED,yes
297,1,COMPLETED,yes
7103,512,CANCELLED by 15861,yes
843,1000,COMPLETED,yes
3099,10,COMPLETED,yes
629,6,COMPLETED,yes
4919,16,COMPLETED,yes
-10,2,TIMEOUT,yes
1294,1,COMPLETED,yes
745,4,COMPLETED,yes
674,20,COMPLETED,yes
-9,5,TIMEOUT,yes
2343,1000,COMPLETED,yes
5297,96,CANCELLED by 16548,yes
900,20,FAILED,yes
966,20,FAILED,yes
286,8,COMPLETED,yes
807,20,FAILED,yes
1688,1000,COMPLETED,yes
5927,576,FAILED,yes
608,32,COMPLETED,yes
5086,4,COMPLETED,yes
3046,1000,COMPLETED,yes
1993,8,COMPLETED,yes
1744,8,COMPLETED,yes
3545,10,COMPLETED,yes
-15,8,TIMEOUT,yes
7078,32,FAILED,yes
7104,16,FAILED,yes
6300,91,CANCELLED by 16296,yes
4079,8,COMPLETED,yes
747,2K,COMPLETED,yes
805,2K,COMPLETED,yes
791,2K,COMPLETED,yes
779,2K,COMPLETED,yes
725,2K,COMPLETED,yes
773,2K,COMPLETED,yes
801,2K,COMPLETED,no
4252,4,COMPLETED,yes
5140,8,CANCELLED by 16760,yes
1281,1,COMPLETED,yes
1600,1,FAILED,yes
-7,91,TIMEOUT,yes
7200,0,CANCELLED by 16448,no
7200,0,CANCELLED by 16448,no
5850,1,CANCELLED by 16448,yes
-23,200,TIMEOUT,yes
6969,4,COMPLETED,yes
3542,4,COMPLETED,yes
2507,8,COMPLETED,yes
147,1,FAILED,yes
762,6,COMPLETED,yes
2638,4,COMPLETED,yes
2983,4,COMPLETED,yes
1444,1,CANCELLED by 16142,yes
837,1000,COMPLETED,yes
17327,200,NODE_FAIL,yes
430,8,COMPLETED,yes
84,512,COMPLETED,yes
6809,1,COMPLETED,yes
5064,8,COMPLETED,yes
1164,2,CANCELLED by 16142,yes
-5,30,TIMEOUT,yes
435,1,COMPLETED,yes
-22,30,TIMEOUT,yes
7200,0,CANCELLED by 16448,no
520,2,FAILED,yes
6455,1,CANCELLED by 16448,yes
4954,1,COMPLETED,yes
3542,512,FAILED,yes
4272,4,COMPLETED,yes
3406,4,COMPLETED,yes
4049,8,COMPLETED,yes
1535,8,COMPLETED,yes
897,20,FAILED,yes
5063,576,FAILED,yes
-11,1,TIMEOUT,yes
1783,8,COMPLETED,yes
2211,48,COMPLETED,yes
3359,8,COMPLETED,yes
1894,48,COMPLETED,yes
-22,48,TIMEOUT,yes
-6,5,TIMEOUT,yes
6898,1,FAILED,yes
670,8K,COMPLETED,no
3250,16,FAILED,yes
6666,1,COMPLETED,yes
2072,8,COMPLETED,yes
-3,4,TIMEOUT,yes
988,4,COMPLETED,yes
1841,8,COMPLETED,yes
-15,2K,TIMEOUT,yes
1002,8,COMPLETED,yes
605,6,COMPLETED,yes
3410,32,FAILED,yes
3510,2,FAILED,yes
1544,1,COMPLETED,yes
989,32,COMPLETED,yes
163,4,COMPLETED,yes
-27,92,TIMEOUT,yes
615,20,COMPLETED,yes
-24,64,TIMEOUT,yes
164,4,COMPLETED,yes
468,1,COMPLETED,yes
-19,92,TIMEOUT,yes
7191,40,COMPLETED,yes
3270,4,COMPLETED,yes
3511,2,FAILED,yes
5697,1,COMPLETED,yes
7189,40,COMPLETED,yes
163,4,COMPLETED,yes
2638,128,FAILED,yes
6304,40,CANCELLED by 15692,yes
3506,2,FAILED,yes
-19,1,TIMEOUT,yes
1964,8,COMPLETED,yes
408,8,COMPLETED,yes
909,20,FAILED,yes
910,20,FAILED,yes
4407,4,COMPLETED,yes
936,20,FAILED,yes
172,4,COMPLETED,yes
3516,2,FAILED,yes
-19,92,TIMEOUT,yes
21593,92,FAILED,yes
-9,92,TIMEOUT,yes
-10,92,TIMEOUT,yes
-20,92,TIMEOUT,yes
162,4,COMPLETED,yes
162,4,COMPLETED,yes
5935,256,FAILED,yes
1118,32,COMPLETED,yes
7200,0,CANCELLED by 18685,no
2858,4,COMPLETED,yes
2574,8,COMPLETED,yes
4065,8,COMPLETED,yes
5993,40,COMPLETED,yes
6622,64,CANCELLED by 18685,yes
3438,2,FAILED,yes
1711,2,CANCELLED by 16142,yes
5000,576,FAILED,yes
988,32,COMPLETED,yes
5271,256,FAILED,yes
3082,1,CANCELLED by 18043,yes
1892,17,COMPLETED,yes
982,16,COMPLETED,yes
2732,1,COMPLETED,yes
6570,64,CANCELLED by 18685,yes
986,16,COMPLETED,yes
3242,16,FAILED,yes
2566,2,FAILED,yes
-29,200,TIMEOUT,yes
-10,6,TIMEOUT,yes
838,1000,COMPLETED,yes
7198,6,CANCELLED by 18362,yes
910,6,COMPLETED,yes
1124,16,COMPLETED,yes
6997,2,FAILED,yes
1120,16,COMPLETED,yes
485,1,CANCELLED by 14046,yes
1788,1,FAILED,yes
505,1,CANCELLED by 14046,yes
4327,4,COMPLETED,yes
1511,8,COMPLETED,yes
3504,3,FAILED,yes
1672,1,FAILED,yes
569,1,COMPLETED,yes
7119,40,COMPLETED,yes
1074,1,FAILED,yes
3445,1,COMPLETED,yes
533,1,COMPLETED,yes
1834,8,COMPLETED,yes
3415,4,COMPLETED,yes
-19,2,TIMEOUT,yes
1787,1,FAILED,yes
33949,512,FAILED,no
7109,40,COMPLETED,yes
-28,3,TIMEOUT,yes
7130,40,COMPLETED,yes
7200,0,CANCELLED by 15344,no
6821,4,COMPLETED,yes
-17,50,TIMEOUT,yes
7129,40,COMPLETED,yes
5901,2,CANCELLED by 18656,yes
975,16,COMPLETED,yes
2941,64,COMPLETED,yes
-13,1,TIMEOUT,yes
7109,40,COMPLETED,yes
589,1,COMPLETED,yes
7085,4,FAILED,yes
1990,8,COMPLETED,yes
4100,8,COMPLETED,yes
3328,4,COMPLETED,yes
6101,40,COMPLETED,yes
590,1,COMPLETED,yes
1774,1,COMPLETED,yes
587,1,COMPLETED,yes
736,20,FAILED,yes
1797,8,COMPLETED,yes
6536,2,CANCELLED by 18656,yes
984,160,COMPLETED,yes
216,1,FAILED,yes
4946,576,FAILED,yes
1722,2,COMPLETED,yes
31894,5920,CANCELLED by 18513,no
7147,1,FAILED,yes
4468,1,COMPLETED,yes
7132,1,FAILED,yes
2886,4,COMPLETED,yes
957,4,COMPLETED,yes
7192,64,FAILED,yes
-17,10,TIMEOUT,yes
2566,8,COMPLETED,yes
193,4,COMPLETED,yes
7193,64,FAILED,yes
1318,1,COMPLETED,yes
1338,1,COMPLETED,yes
1333,1,COMPLETED,yes
1335,1,COMPLETED,yes
1327,1,COMPLETED,yes
1102,1,COMPLETED,yes
1114,1,COMPLETED,yes
5026,40,COMPLETED,yes
1126,1,COMPLETED,yes
1124,1,COMPLETED,yes
1109,1,COMPLETED,yes
1230,1,COMPLETED,yes
1226,1,COMPLETED,yes
1251,1,COMPLETED,yes
1219,1,COMPLETED,yes
1233,1,COMPLETED,yes
1390,1,COMPLETED,yes
1405,1,COMPLETED,yes
1383,1,COMPLETED,yes
1395,1,COMPLETED,yes
1387,1,COMPLETED,yes
1426,1,COMPLETED,yes
1441,1,COMPLETED,yes
1448,1,COMPLETED,yes
1455,1,COMPLETED,yes
1416,1,COMPLETED,yes
1447,1,COMPLETED,yes
1431,1,COMPLETED,yes
1421,1,COMPLETED,yes
1478,1,COMPLETED,yes
1459,1,COMPLETED,yes
1397,1,COMPLETED,yes
1365,1,COMPLETED,yes
1384,1,COMPLETED,yes
1381,1,COMPLETED,yes
1380,1,COMPLETED,yes
1255,1,COMPLETED,yes
1244,1,COMPLETED,yes
1239,1,COMPLETED,yes
1269,1,COMPLETED,yes
1258,1,COMPLETED,yes
1119,1,COMPLETED,yes
1138,1,COMPLETED,yes
1150,1,COMPLETED,yes
1129,1,COMPLETED,yes
1118,1,COMPLETED,yes
7193,1,COMPLETED,yes
7192,1,COMPLETED,yes
7193,1,COMPLETED,yes
7192,1,COMPLETED,yes
7192,1,COMPLETED,yes
1340,1,COMPLETED,yes
1378,1,COMPLETED,yes
1342,1,COMPLETED,yes
1357,1,COMPLETED,yes
1361,1,COMPLETED,yes
1310,1,COMPLETED,yes
1297,1,COMPLETED,yes
1321,1,COMPLETED,yes
1292,1,COMPLETED,yes
1283,1,COMPLETED,yes
1264,1,COMPLETED,yes
1254,1,COMPLETED,yes
1288,1,COMPLETED,yes
1250,1,COMPLETED,yes
1242,1,COMPLETED,yes
1337,1,COMPLETED,yes
1315,1,COMPLETED,yes
1309,1,COMPLETED,yes
1272,1,COMPLETED,yes
1295,1,COMPLETED,yes
1306,1,COMPLETED,yes
1305,1,COMPLETED,yes
1289,1,COMPLETED,yes
1292,1,COMPLETED,yes
1333,1,COMPLETED,yes
1320,1,COMPLETED,yes
1301,1,COMPLETED,yes
1307,1,COMPLETED,yes
1337,1,COMPLETED,yes
1362,1,COMPLETED,yes
1165,1,COMPLETED,yes
1188,1,COMPLETED,yes
1148,1,COMPLETED,yes
1161,1,COMPLETED,yes
1140,1,COMPLETED,yes
7192,64,FAILED,yes
77,36,COMPLETED,yes
1120,160,COMPLETED,yes
814,6,COMPLETED,yes
7141,64,FAILED,yes
-29,1,TIMEOUT,yes
7132,1,FAILED,yes
4366,4,COMPLETED,yes
638,20,COMPLETED,yes
5746,8,COMPLETED,yes
2597,184,COMPLETED,yes
994,160,COMPLETED,yes
6945,64,FAILED,yes
-7,2,TIMEOUT,yes
4395,3,COMPLETED,yes
7123,1,FAILED,yes
1141,1,COMPLETED,yes
512,1,COMPLETED,yes
3749,192,COMPLETED,yes
984,160,COMPLETED,yes
4603,8,COMPLETED,yes
5133,16,COMPLETED,yes
7146,1,FAILED,yes
684,32,COMPLETED,yes
325,8,COMPLETED,yes
923,20,FAILED,yes
891,20,FAILED,yes
778,20,FAILED,yes
769,2,COMPLETED,yes
-4,8,TIMEOUT,yes
6788,1,CANCELLED by 18656,yes
7055,32,FAILED,yes
4203,8,COMPLETED,yes
1725,2,COMPLETED,yes
3256,4,COMPLETED,yes
5351,64,CANCELLED by 16145,yes
836,1000,COMPLETED,yes
7016,1,CANCELLED by 18656,yes
7005,1,CANCELLED by 18656,yes
6978,32,FAILED,yes
956,40,CANCELLED by 14046,yes
571,1,COMPLETED,yes
6656,4,FAILED,yes
7190,1,FAILED,yes
-17,1,TIMEOUT,yes
5013,576,FAILED,yes
6988,1,FAILED,yes
7073,64,FAILED,yes
985,40,COMPLETED,yes
7108,4,FAILED,yes
6999,4,COMPLETED,yes
7075,64,FAILED,yes
1847,8,COMPLETED,yes
7021,1,FAILED,yes
757,6,COMPLETED,yes
7200,0,CANCELLED by 15692,no
4331,4,COMPLETED,yes
1442,8,COMPLETED,yes
6700,4,FAILED,yes
4193,40,COMPLETED,yes
2023,8,COMPLETED,yes
-10,64,TIMEOUT,yes
7114,1,CANCELLED by 18656,yes
-2,48,TIMEOUT,yes
1540,1,COMPLETED,yes
1496,1,COMPLETED,yes
1558,1,COMPLETED,yes
1548,1,COMPLETED,yes
1550,1,COMPLETED,yes
1439,1,COMPLETED,yes
1530,1,COMPLETED,yes
1541,1,COMPLETED,yes
1524,1,COMPLETED,yes
1502,1,COMPLETED,yes
1551,1,COMPLETED,yes
1557,1,COMPLETED,yes
1272,1,COMPLETED,yes
1347,1,COMPLETED,yes
1320,1,COMPLETED,yes
-25,64,TIMEOUT,yes
1798,6,COMPLETED,yes
6701,4,FAILED,yes
6513,1,CANCELLED by 18656,yes
2764,4,COMPLETED,yes
-20,6,TIMEOUT,yes
1827,8,COMPLETED,yes
829,2K,COMPLETED,no
6394,40,CANCELLED by 16491,yes
766,2K,COMPLETED,no
795,2K,COMPLETED,no
802,2K,COMPLETED,no
820,2K,COMPLETED,no
770,2K,COMPLETED,no
796,2K,COMPLETED,no
777,2K,COMPLETED,no
797,2K,COMPLETED,no
755,2K,COMPLETED,no
7072,64,FAILED,yes
6536,40,CANCELLED by 16491,yes
6966,1,FAILED,yes
7200,0,CANCELLED by 15344,no
-2,40,TIMEOUT,yes
339,40,COMPLETED,yes
-2,40,TIMEOUT,yes
1796,2,COMPLETED,yes
6071,4,FAILED,yes
2493,8,COMPLETED,yes
4130,8,COMPLETED,yes
-6,6,TIMEOUT,yes
-9,6,TIMEOUT,yes
-12,6,TIMEOUT,yes
7148,64,FAILED,yes
-19,40,TIMEOUT,yes
3342,4,COMPLETED,yes
7116,64,FAILED,yes
1476,1,FAILED,yes
788,1,FAILED,yes
876,20,FAILED,yes
7127,64,FAILED,yes
7043,40,FAILED,yes
855,8K,COMPLETED,no
854,4,COMPLETED,yes
1987,64,FAILED,yes
-25,40,TIMEOUT,yes
2086,1,COMPLETED,yes
7003,1,CANCELLED by 18656,yes
392,16,COMPLETED,yes
4342,4,COMPLETED,yes
7200,0,CANCELLED by 15344,no
7153,1,CANCELLED by 18656,yes
5097,4,COMPLETED,yes
6841,1,CANCELLED by 18656,yes
911,40,CANCELLED by 14046,yes
947,6,COMPLETED,yes
1603,1200,COMPLETED,yes
653,20,COMPLETED,yes
7104,1,CANCELLED by 18656,yes
5008,576,COMPLETED,yes
1289,1,COMPLETED,yes
7126,1,FAILED,yes
853,40,CANCELLED by 14046,yes
774,40,CANCELLED by 14046,yes
1592,32,COMPLETED,yes
757,1,COMPLETED,yes
837,1,COMPLETED,yes
767,16,COMPLETED,yes
2590,1,COMPLETED,yes
2582,4,COMPLETED,yes
2534,16,COMPLETED,yes
2588,1,COMPLETED,yes
2574,4,COMPLETED,yes
2535,16,COMPLETED,yes
846,1,COMPLETED,yes
783,1,COMPLETED,yes
731,1,COMPLETED,yes
749,1,COMPLETED,yes
774,1,COMPLETED,yes
611,1,COMPLETED,yes
738,1,COMPLETED,yes
6479,1,CANCELLED by 18656,yes
335,1,FAILED,yes
941,40,CANCELLED by 14046,yes
-5,96,TIMEOUT,yes
535,8,COMPLETED,yes
4128,8,COMPLETED,yes
861,20,FAILED,yes
911,20,FAILED,yes
890,20,FAILED,yes
505,1,COMPLETED,yes
980,40,CANCELLED by 14046,yes
2640,4,COMPLETED,yes
6727,1,CANCELLED by 18656,yes
1852,8,COMPLETED,yes
6376,4,FAILED,yes
944,40,CANCELLED by 14046,yes
2051,8,COMPLETED,yes
-7,5,TIMEOUT,yes
193,4,COMPLETED,yes
16044,192,CANCELLED by 13746,yes
7180,1,CANCELLED by 18656,yes
1374,8,COMPLETED,yes
-12,1,TIMEOUT,yes
6743,1,CANCELLED by 18656,yes
4311,4,COMPLETED,yes
963,40,CANCELLED by 14046,yes
-6,32,TIMEOUT,yes
180,36,COMPLETED,yes
3620,4,COMPLETED,yes
5996,4,COMPLETED,yes
753,6,COMPLETED,yes
-22,1,TIMEOUT,yes
1870,8,COMPLETED,yes
993,40,COMPLETED,yes
2532,8,COMPLETED,yes
15934,192,CANCELLED by 13746,yes
675,16,CANCELLED by 16760,yes
7178,64,FAILED,yes
180,1,COMPLETED,yes
308,16,CANCELLED by 16760,yes
972,40,CANCELLED by 14046,yes
953,40,CANCELLED by 14046,yes
5125,4,COMPLETED,yes
15931,192,CANCELLED by 13746,yes
840,1000,COMPLETED,yes
1789,16,COMPLETED,yes
2455,128,CANCELLED by 16760,yes
-1,20,TIMEOUT,yes
974,40,CANCELLED by 14046,yes
1674,1000,FAILED,yes
1202,576,COMPLETED,yes
-1,4,TIMEOUT,yes
-1,16,TIMEOUT,yes
4109,8,COMPLETED,yes
298,2,FAILED,yes
7176,64,FAILED,yes
2383,128,COMPLETED,yes
-14,1,TIMEOUT,yes
7182,64,FAILED,yes
6275,10,COMPLETED,yes
-27,1,TIMEOUT,yes
16157,192,CANCELLED by 13746,yes
751,40,CANCELLED by 14046,yes
7179,64,FAILED,yes
